filename,filepath,song_name,artist_name,title,artist,album,id3_genre,subgenre,label,duration_s
Hulla Re - DJMaza.Info.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Hulla Re - DJMaza.Info.mp3,Hulla Re,Shankar,Hulla Re - DJMaza.Info,Shankar & Siddharth Mahadevan,2 States (2014),Bollywood Music,bollywood_pop,bollywood,221.1
In My City - Priyanka Chopra (ft. will.i.am) (www.SongsLover.pk).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/In My City - Priyanka Chopra (ft. will.i.am) (www.SongsLover.pk).mp3,In My City,Priyanka Chopra (ft. will.i.am,In My City - www.SongsLover.pk,Priyanka Chopra (ft. will.i.am),Single 2012 SongsLover.pk,Bollywood,bollywood_pop,bollywood,220.9
Jab Koi Baat - DJ Chetas-320Kbps(MixMusic.in).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Jab Koi Baat - DJ Chetas-320Kbps(MixMusic.in).mp3,Jab Koi Baat - DJ Chetas - (MixMusic.In,Shirley Setia,Jab Koi Baat - DJ Chetas - 320Kbps - (MixMusic.In),"Shirley Setia, Atif Aslam","Jab Koi Baat - Atif Aslam, Shirley Setia & DJ Chetas - MixMusic.In",MixMusic.In,remix/mashup,bollywood,192.3
Jab Tak - (www.songspksongspk.cc).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Jab Tak - (www.songspksongspk.cc).mp3,Jab Tak,Armaan Malik,Jab Tak,Armaan Malik,M.S. Dhoni - [www.songspksongspk.cc],Hindi,bollywood_pop,bollywood,174.5
Jay Jaykara-(Mr-Jatt.com) (2).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Jay Jaykara-(Mr-Jatt.com) (2).mp3,Jay Jaykara (Mr-Jatt.com,Kailash Kher (Mr-Jatt.com,Jay Jaykara (Mr-Jatt.com),Kailash Kher (Mr-Jatt.com),Bahubali 2 - The Conclusion (Mr-Jatt.com),,bollywood_pop,bollywood,212.0
Jay Jaykara-(Mr-Jatt.com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Jay Jaykara-(Mr-Jatt.com).mp3,Jay Jaykara (Mr-Jatt.com,Kailash Kher (Mr-Jatt.com,Jay Jaykara (Mr-Jatt.com),Kailash Kher (Mr-Jatt.com),Bahubali 2 - The Conclusion (Mr-Jatt.com),,bollywood_pop,bollywood,211.9
Kaabil Hoon (Jubin Nautiyal) 320Kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Kaabil Hoon (Jubin Nautiyal) 320Kbps.mp3,Kaabil Hoon,Jubin Nautiyal,Kaabil Hoon - PagalWorld.com,"Jubin Nautiyal , Palak Muchhal - PagalWorld.com",Kaabil (2016) - PagalWorld.com,Bollywood,bollywood_pop,bollywood,314.4
Kabira [DJMaza].mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Kabira [DJMaza].mp3,Kabira,Tochi Raina,Kabira - DJMaza.Com,Tochi Raina & Rekha Bhardwaj,Yeh Jawaani Hai Deewani (2013),Bollywood Music,bollywood_pop,bollywood,223.6
Kamariya (Mitron)_320(DjPaji.Com).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Kamariya (Mitron)_320(DjPaji.Com).mp3,Kamariya (Mitron)(DjPaji.Com,Darshan Raval,Kamariya (Mitron)(DjPaji.Com),"Darshan Raval, DJ Chetas, Lijo George",Mitron - DjPaji.Com,Club,remix/mashup,bollywood,275.5
Khalibali - Padmavat.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Khalibali - Padmavat.mp3,Khalibali,Shivam Pathak,Khalibali - www.MusicOye.com,"Shivam Pathak, Sahil Hada",Padmaavat,Bollywood Music,devotional/folk,bollywood,259.0
Loveyatri Mashup - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Loveyatri Mashup - DownloadMing.SE.mp3,Loveyatri Mashup,Lijo George,Loveyatri Mashup -  DownloadMing.SE,Lijo George & Dj Chetas,Loveratri (2018),DownloadMing.SE,remix/mashup,bollywood,240.0
Nain - Badshah.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Nain - Badshah.mp3,Nain,Badshah,Nain - Pagalworld.org,"Badshah , Aastha Gill - Pagalworld.org",ONE Original Never Ends - Pagalworld.org,Indian Pop,hindi_hiphop,bollywood,165.7
Pachtaoge - Arijit Singh.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Pachtaoge - Arijit Singh.mp3,Pachtaoge,Arijit Singh,Pachtaoge - PagalSongs.com,"Arijit Singh, Jaani",Jaani Ve (2019),Indian Pop,bollywood_pop,bollywood,226.8
Prada - The Doorbeen.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Prada - The Doorbeen.mp3,Prada,The Doorbeen,Prada - PagalSongs.com,"The Doorbeen, Shreya Sharma",Prada (2019),Indian Pop,punjabi_pop,bollywood,185.5
RADHA NE SHYAM MALI JASHE  Sachin Jigar Simu  Sachin Sanghvi  KrishnaLi.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/RADHA NE SHYAM MALI JASHE  Sachin Jigar Simu  Sachin Sanghvi  KrishnaLi.mp3,RADHA NE SHYAM MALI JASHE  Sachin Jigar Simu  Sachin Sanghvi  KrishnaLi,,,,,,devotional/folk,bollywood,202.3
Rangtaari - DownloadMing.SE.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Rangtaari - DownloadMing.SE.mp3,Rangtaari,Yo Yo Honey Singh,Rangtaari -  DownloadMing.SE,"Yo Yo Honey Singh , Dev Negi",Loveratri (2018),DownloadMing.SE,hindi_hiphop,bollywood,217.3
Tera Yaar Hoon Main .mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/Tera Yaar Hoon Main .mp3,Tera Yaar Hoon Main,Arijit Singh,Tera Yaar Hoon Main -  DownloadMing.SE,Arijit Singh,Sonu Ke Titu Ki Sweety (2018),DownloadMing.SE,bollywood_pop,bollywood,264.9
ajabpremkighazabkahani06(www.songs.pk).mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/ajabpremkighazabkahani06(www.songs.pk).mp3,Aa Jao Meri Tamanna,Javed Ali,Aa Jao Meri Tamanna - www.Songs.PK,Javed Ali & Jojo,Ajab Prem Ki Ghazab Kahani,Bollywood Music,bollywood_pop,bollywood,245.8
ding_20dang_20-_20munna_20michael_20320kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/ding_20dang_20-_20munna_20michael_20320kbps.mp3,Ding Dang (PagalWorld.me,Javed Mohsin,Ding Dang (PagalWorld.me),"Javed Mohsin, Amit Mishra , Antara Mitra (PagalWorld.me)",Munna Michael (PagalWorld.me),Bollywood,bollywood_pop,bollywood,202.6
hawa_20hawa_20-_20mubarakan_20_28mika_29_20320kbps.mp3,/home/anand_dev/STUDY/NU/spring26/CS5100_FAI/bollywood/Extra Unsorted/hawa_20hawa_20-_20mubarakan_20_28mika_29_20320kbps.mp3,Hawa Hawa,Mika Singh,Hawa Hawa - PagalWorld.com,"Mika Singh , Prakriti Kakar - PagalWorld.com",Mubarakan - PagalWorld.com,Bollywood,bollywood_pop,bollywood,272.1
